Player,gp,goals,assists,points,plusminus,PIM,pointShares,evenStrengthG,powerPlayG,shortHandG,gameWinningG,evenStrengthA,powerPlayA,shortHandA,shots,TOI,blocks,hits,foWins,foLosses,CorsiFor,CorsiAgainst,FenwickFor,FenwickAgainst,oiSHperc,oiSVperc,oZSperc,dZSperc,takeaways,giveaways,shotAttempts,thruperc,shotPerc,averageTOI,foPerc,CorsiPerc,FenwickPerc,PDO
Junior Lessard\lessaju01,27,3,1,4,-5,23,2.7755575615628914e-17,2,1,0,0,1,0,0,30,256,1,40,0,0,127,173,99,128,1.3666666666666665,30.099999999999998,15.1,18.233333333333334,2,2,36,19.433333333333334,0.1,9.481481481481481,NaN,0.42333333333333334,0.43612334801762115,31.466666666666665
Juraj Kolnik\kolniju01,141,26,34,60,3,58,5.1,21,4,1,4,31,3,0,258,1876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10077519379844961,13.304964539007091,NaN,NaN,NaN,0
Jussi Jokinen\jokinju01,951,191,372,563,7,377,57.1,124,63,4,27,235,136,1,1598,15001,380,381,2147,1852,9505,8943,7055,6773,7.2153846153846155,77.27692307692308,42.95384615384615,41.66153846153846,313,363,2372,48.707692307692305,0.1195244055068836,15.773922187171399,0.5368842210552638,0.5152320034692107,0.510196702343072,84.4923076923077
Jussi Timonen\timonju01,14,0,4,4,-10,6,-0.2,0,0,0,0,4,0,0,8,199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.214285714285714,NaN,NaN,NaN,0
Justin Abdelkader\abdelju01,739,106,146,252,-56,608,19.099999999999998,80,25,1,15,121,23,2,1238,11010,344,1754,865,849,7988,7723,5994,5874,6.561538461538461,92.13076923076923,55.43846153846154,44.56153846153846,166,235,2018,59.323076923076925,0.08562197092084006,14.89851150202977,0.5046674445740957,0.508433581567055,0.5050556117290192,98.6923076923077
Justin Auger\augerju01,2,0,0,0,-1,0,-0.1,0,0,0,0,0,0,0,1,16,2,2,0,0,10,21,9,15,0,90.9,50,50,0,0,3,33.3,0,8,NaN,0.3225806451612903,0.375,90.9
Justin Bailey\baileju01,65,5,4,9,-4,10,0.4,5,0,0,1,4,0,0,83,642,34,67,0,3,527,673,394,500,5.68,93.66,44.64,55.36,19,18,148,65.12,0.060240963855421686,9.876923076923077,0,0.43916666666666665,0.4407158836689038,99.34
Justin Braun\braunju01,669,27,146,173,22,244,35.6,23,4,0,1,136,8,2,919,13172,1071,868,0,0,10266,10197,7577,7228,8.08,91.25999999999999,44.88,55.12,250,366,2079,43.65,0.029379760609358,19.689088191330345,NaN,0.5016859697991497,0.5117865585950693,99.33999999999999
Justin Dibenedetto\dibenju01,8,0,1,1,-2,2,-0.1,0,0,0,0,1,0,0,6,73,3,13,0,0,48,68,39,48,6.9,86.7,45.5,54.5,0,1,10,60,0,9.125,NaN,0.41379310344827586,0.4482758620689655,93.60000000000001
Justin Dowling\dowliju01,49,3,6,9,-7,10,0.2,3,0,0,1,5,1,0,49,551,19,37,111,113,394,397,281,288,5.633333333333334,91.43333333333334,38.733333333333334,61.266666666666666,24,13,95,49.3,0.061224489795918366,11.244897959183673,0.4955357142857143,0.49810366624525915,0.4938488576449912,97.06666666666668
Justin Falk\falkju01,279,3,30,33,-63,219,4.1,2,1,0,0,29,0,1,201,4095,334,503,1,0,3003,3653,2221,2673,7.32,89.56,47.43,52.57,37,98,458,44.53,0.014925373134328358,14.67741935483871,1,0.451171875,0.4538210053126277,96.88
Justin Faulk\faulkju01,628,90,184,274,-103,297,48.5,46,41,3,20,118,64,2,1551,14427,784,1019,0,1,11733,10701,8679,8185,7.833333333333333,90.21111111111111,51.96666666666667,48.03333333333333,399,401,3093,50.38888888888889,0.058027079303675046,22.972929936305732,0,0.5230008023535705,0.5146465844402277,98.04444444444444
Justin Florek\floreju01,4,1,1,2,1,0,0.3,1,0,0,0,1,0,0,5,47,0,4,0,1,32,36,28,26,15.8,88.9,41.4,58.6,2,0,8,62.5,0.2,11.75,0,0.47058823529411764,0.5185185185185185,104.7
Justin Fontaine\fontaju01,197,27,41,68,22,58,7.800000000000001,26,1,0,4,37,3,1,237,2369,74,27,4,4,1688,1882,1269,1341,9.966666666666667,92.56666666666666,44.233333333333334,55.766666666666666,63,39,420,56.56666666666666,0.11392405063291139,12.025380710659899,0.5,0.47282913165266105,0.4862068965517241,102.53333333333333
Justin Hodgman\hodgmju01,5,1,0,1,-2,2,0.1,0,1,0,0,0,0,0,3,57,0,8,25,21,44,36,32,26,0,88.9,48.5,51.5,0,2,4,75,0.3333333333333333,11.4,0.5434782608695652,0.55,0.5517241379310345,88.9
Justin Holl\hollju01,81,4,17,21,13,45,4.1,4,0,0,1,17,0,0,97,1431,91,100,0,0,1095,1013,822,754,12.433333333333334,91.26666666666667,47.4,52.6,23,66,203,47,0.041237113402061855,17.666666666666668,NaN,0.5194497153700189,0.5215736040609137,103.7
Justin Johnson\johnsju01,2,0,0,0,-1,7,-0.1,0,0,0,0,0,0,0,0,13,0,6,0,0,11,11,7,11,0,87.5,72.7,27.3,0,0,0,NA,NaN,6.5,NaN,0.5,0.3888888888888889,87.5
Justin Kloos\kloosju01,2,0,0,0,0,2,0,0,0,0,0,0,0,0,2,16,0,2,0,0,15,8,10,6,0,NA,66.7,33.3,1,1,3,NA,0,8,NaN,0.6521739130434783,0.625,NA
Justin Mercier\merciju01,9,1,1,2,2,0,0.3,1,0,0,0,1,0,0,5,65,1,15,1,0,41,37,31,28,8.3,100,57.9,42.1,4,0,7,71.4,0.2,7.222222222222222,1,0.5256410256410257,0.5254237288135594,108.3
Justin Schultz\schulju01,482,50,164,214,-35,110,33.8,39,11,0,9,86,78,0,794,10085,628,286,1,4,7761,8236,5839,6107,8.9875,90.675,54.1625,45.8375,126,315,1717,46.4,0.06297229219143577,20.92323651452282,0.2,0.48515346627492656,0.4887828561861711,99.6625
Justin Shugg\shuggju01,3,0,0,0,0,2,0,0,0,0,0,0,0,0,3,17,0,3,0,0,11,14,9,13,0,100,44.4,55.6,0,1,4,75,0,5.666666666666667,NaN,0.44,0.4090909090909091,100
Justin Williams\williju01,1006,272,392,664,66,626,74,196,70,6,40,280,106,6,2739,17476,337,520,309,390,12684,9591,9459,7293,7.386666666666667,78.84,46.946666666666665,39.72,374,644,3800,51.233333333333334,0.09930631617378605,17.371769383697814,0.44206008583690987,0.5694276094276094,0.5646489971346705,86.22666666666667
Juuso Riikola\riikoju01,73,3,9,12,6,16,2.7,1,2,0,1,7,2,0,81,1117,62,160,0,0,866,921,650,670,7.25,93.55000000000001,50.400000000000006,49.599999999999994,21,32,180,45.05,0.037037037037037035,15.301369863013699,NaN,0.4846110800223839,0.49242424242424243,100.80000000000001
Juuso Valimaki\valimju01,24,1,2,3,-2,12,0.4,1,0,0,1,2,0,0,28,372,43,21,0,0,304,307,221,225,6.1,91.8,62.1,37.9,9,14,65,43.1,0.03571428571428571,15.5,NaN,0.49754500818330605,0.49551569506726456,97.89999999999999
Jyrki Jokipakka\jokipjy01,150,3,25,28,-2,34,4.7,3,0,0,1,25,0,0,114,2336,164,142,0,0,1981,2093,1435,1545,8.433333333333334,91.39999999999999,52.46666666666667,47.53333333333333,36,97,259,44.6,0.02631578947368421,15.573333333333334,NaN,0.48625429553264604,0.4815436241610738,99.83333333333333
Kaapo Kakko\kakkoka01,66,10,13,23,-26,14,0.5,8,2,0,3,2,11,0,109,942,11,20,2,4,603,783,432,591,6.3,89.7,51.4,48.6,35,21,196,55.6,0.09174311926605505,14.272727272727273,0.3333333333333333,0.43506493506493504,0.4222873900293255,96
Kael Mouillierat\mouilka01,7,1,1,2,-3,10,0.1,1,0,0,0,1,0,0,2,63,3,12,21,24,46,61,30,43,6.25,89.6,48.95,51.05,5,0,5,62.5,0.5,9,0.4666666666666667,0.42990654205607476,0.410958904109589,95.85
Kailer Yamamoto\yamamka01,53,12,19,31,9,16,3.4000000000000004,10,2,0,0,17,2,0,80,827,27,69,1,1,717,644,524,465,7.833333333333333,91.63333333333334,53.8,46.2,27,24,136,58.5,0.15,15.60377358490566,0.5,0.526818515797208,0.5298281092012134,99.46666666666667
Kale Clague\claguka01,4,0,0,0,-3,2,-0.1,0,0,0,0,0,0,0,2,58,4,1,0,0,44,42,34,34,4,86.2,47.2,52.8,0,1,6,33.3,0,14.5,NaN,0.5116279069767442,0.5,90.2
Kalle Kossila\kossika01,19,2,1,3,-5,4,0,2,0,0,1,1,0,0,21,180,7,13,59,59,130,128,96,97,3.066666666666667,92.06666666666666,82.8,17.2,4,5,32,61.300000000000004,0.09523809523809523,9.473684210526315,0.5,0.5038759689922481,0.49740932642487046,95.13333333333333
Kamil Kreps\krepska01,232,18,42,60,4,71,3.1999999999999997,15,2,1,4,38,3,1,279,3031,113,168,1232,1138,1839,2324,1412,1747,5.45,70.625,32.7,42.3,93,45,432,44.7,0.06451612903225806,13.064655172413794,0.5198312236286919,0.44174873889022337,0.44697689142133584,76.075
Karel Rachunek\rachuka01,113,10,29,39,-6,78,7.6,5,4,1,1,16,13,0,167,2190,47,62,0,0,622,494,498,395,4.2,44.75,30.2,19.8,13,16,141,24.1,0.059880239520958084,19.38053097345133,NaN,0.557347670250896,0.5576707726763718,48.95
Karl Alzner\alzneka01,686,20,110,130,54,219,32.1,20,0,0,2,105,2,3,625,13798,1279,843,0,0,10489,10951,7620,7922,8.133333333333333,91.875,47.7,52.3,175,413,1419,45.641666666666666,0.032,20.113702623906704,NaN,0.4892257462686567,0.49028439068330976,100.00833333333333
Karl Stewart\stewaka01,64,2,3,5,-10,64,-0.5,1,0,1,0,3,0,0,29,489,1,6,0,0,16,27,13,22,3.033333333333333,27.46666666666667,27.766666666666666,5.566666666666666,1,2,4,16.666666666666668,0.06896551724137931,7.640625,NaN,0.37209302325581395,0.37142857142857144,30.5
Karl Stollery\stollka01,23,0,3,3,-5,21,0.30000000000000004,0,0,0,0,0,3,0,21,346,37,52,0,0,299,264,231,183,9.933333333333334,92.53333333333333,62.36666666666667,37.63333333333333,4,13,48,45.63333333333333,0,15.043478260869565,NaN,0.5310834813499112,0.5579710144927537,102.46666666666667
Karlis Skrastins\skraska01,443,14,55,69,-14,219,14.700000000000001,12,0,2,3,53,0,2,306,8867,571,188,0,1,3851,4679,2950,3541,5.416666666666667,61.6,30.333333333333332,36.333333333333336,76,88,495,24.516666666666666,0.0457516339869281,20.015801354401805,0,0.45146541617819463,0.4544754275150208,67.01666666666667
Karson Kuhlman\kuhlmka01,36,4,7,11,8,15,1.1,3,1,0,1,7,0,0,60,447,12,42,2,3,351,288,268,219,8.85,94.65,56.65,43.35,5,8,106,54.2,0.06666666666666667,12.416666666666666,0.4,0.5492957746478874,0.5503080082135524,103.5
Kaspars Daugavins\daugaka01,91,6,9,15,-10,21,0,6,0,0,1,6,2,1,115,1020,43,83,32,46,802,851,597,639,3.8666666666666667,93.7,52.36666666666667,47.63333333333333,41,34,206,72.4,0.05217391304347826,11.208791208791208,0.41025641025641024,0.485178463399879,0.4830097087378641,97.56666666666666
Kasperi Kapanen\kapanka01,202,41,49,90,6,55,7.9,35,1,5,6,44,5,0,375,3032,48,238,8,23,2500,2278,1824,1766,6.04,91.67999999999999,52.620000000000005,47.379999999999995,98,78,666,58.96,0.10933333333333334,15.009900990099009,0.25806451612903225,0.5232314776056928,0.5080779944289694,97.72
Keaton Ellerby\ellerke01,212,4,23,27,-13,88,5.6,3,1,0,1,22,1,0,162,2967,242,318,0,0,2448,2451,1821,1823,5.983333333333333,89.66666666666666,49.166666666666664,50.833333333333336,35,100,413,30.849999999999998,0.024691358024691357,13.995283018867925,NaN,0.49969381506429883,0.4997255762897914,95.64999999999999
Keegan Kolesar\koleske01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12,0,2,1,0,5,9,4,6,0,100,50,50,0,0,1,100,0,12,1,0.35714285714285715,0.4,100
Keegan Lowe\loweke02,4,0,0,0,-3,10,-0.2,0,0,0,0,0,0,0,4,56,5,4,0,0,43,67,23,55,4.55,89.75,61.9,38.15,3,1,14,20,0,14,NaN,0.39090909090909093,0.2948717948717949,94.3
Keith Aucoin\aucoike01,145,17,32,49,3,22,4.5,15,2,0,2,28,4,0,165,1651,38,84,422,527,1438,1188,1067,889,5.188888888888889,69.83333333333333,NA,NA,68,36,284,NA,0.10303030303030303,11.386206896551725,0.4446786090621707,0.5476009139375476,0.5455010224948875,75.02222222222221
Keith Aulie\aulieke01,167,4,10,14,-13,196,2.5,4,0,0,0,10,0,0,118,2416,206,343,0,0,1825,2391,1363,1759,8.2,91.7,44.9,55.1,18,85,268,42.54,0.03389830508474576,14.467065868263473,NaN,0.43287476280834913,0.43657911595131327,99.9
Keith Ballard\ballake01,604,38,137,175,-13,612,32.9,27,7,4,4,93,40,4,645,11675,764,775,0,1,6003,6847,4512,5104,6.6899999999999995,73.86,36,44,119,263,1032,35.81,0.05891472868217054,19.329470198675498,0,0.46715953307392993,0.46921797004991683,80.55
Keith Carney\carneke01,220,7,41,48,38,162,13.3,6,1,0,2,33,5,3,143,3677,37,39,0,0,671,603,500,478,2.8666666666666667,31.2,15.200000000000001,18.133333333333333,6,17,61,14.766666666666666,0.04895104895104895,16.713636363636365,NaN,0.5266875981161695,0.5112474437627812,34.06666666666666
Keith Primeau\primeke02,9,1,6,7,0,6,0.5,0,1,0,0,3,2,1,12,143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08333333333333333,15.88888888888889,NaN,NaN,NaN,0
Keith Tkachuk\tkachke01,345,107,126,233,-19,358,25.4,55,51,1,11,90,34,2,811,5756,53,312,1413,1318,2425,2402,1877,1837,5.74,53.86,27.58,32.42,62,97,787,36.8,0.1319358816276202,16.684057971014493,0.5173928963749542,0.5023824321524757,0.5053850296176629,59.6
Keith Yandle\yandlke01,976,99,474,573,-48,564,87.5,62,37,0,15,243,227,4,2188,21007,975,411,0,1,16533,15959,12568,12351,7.428571428571429,85.08571428571429,52.10714285714286,40.75,330,845,4588,44.34285714285714,0.04524680073126142,21.52356557377049,0,0.508832943493783,0.5043541073076768,92.51428571428572
Kellan Lain\lainke01,9,1,0,1,1,21,0.2,1,0,0,0,0,0,0,7,47,1,7,18,19,43,53,33,37,8.7,96,45.8,54.2,2,1,10,70,0.14285714285714285,5.222222222222222,0.4864864864864865,0.4479166666666667,0.4714285714285714,104.7
Ken Belanger\belanke01,5,0,0,0,-1,7,-0.1,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,3.6,NaN,NaN,NaN,0
Ken Klee\kleeke01,298,8,47,55,18,236,12.9,7,1,0,1,41,3,3,267,5603,238,180,0,0,1689,1939,1271,1493,4.275,46.225,21.875,28.125,34,46,233,22.775,0.0299625468164794,18.802013422818792,NaN,0.4655457552370452,0.4598408104196816,50.5
Kenndal McArdle\mcardke01,42,1,2,3,-11,51,-0.6,1,0,0,0,2,0,0,20,356,19,89,1,2,238,355,179,258,3.7750000000000004,89.875,50.175,49.824999999999996,8,7,38,62.125,0.05,8.476190476190476,0.3333333333333333,0.40134907251264756,0.4096109839816934,93.65
Kenny Agostino\agostke01,85,8,22,30,-8,40,1.9000000000000001,8,0,0,0,15,7,0,122,1079,21,168,15,28,927,849,693,636,4.64,90.14,48.46,51.56,32,42,210,69,0.06557377049180328,12.694117647058823,0.3488372093023256,0.5219594594594594,0.5214446952595937,94.78
Kent Huskins\huskike01,318,13,55,68,46,173,18,12,1,0,2,52,3,0,187,5256,339,168,0,1,3514,3450,2683,2656,7.357142857142857,80.32857142857142,44.05714285714286,41.65714285714286,62,100,451,31.314285714285713,0.06951871657754011,16.528301886792452,0,0.5045950603101665,0.5025285634013861,87.68571428571428
Kerby Rychel\rycheke01,43,3,11,14,5,19,1.4000000000000001,3,0,0,0,11,0,0,44,419,15,66,3,5,319,404,221,295,9,92.825,46.225,53.775,12,11,75,69,0.06818181818181818,9.744186046511627,0.375,0.4412171507607192,0.42829457364341084,101.825
Kevan Miller\milleke03,324,12,55,67,80,261,20,12,0,0,3,51,1,3,287,5960,534,712,0,0,4730,4534,3568,3331,8.5,93.63333333333334,52.53333333333333,47.46666666666667,85,124,682,42.11666666666667,0.041811846689895474,18.395061728395063,NaN,0.5105785837651122,0.5171764023771561,102.13333333333334
Kevin Bieksa\biekske01,808,63,215,278,2,1124,55.2,41,22,0,14,139,73,3,1436,17452,912,1251,1,1,11156,11054,8339,8402,6.938461538461539,77.73076923076923,41.746153846153845,42.86923076923077,264,522,2597,38.676923076923075,0.04387186629526462,21.599009900990097,0.5,0.5022962629446195,0.49811839197180574,84.66923076923077
Kevin Colley\colleke01,16,0,0,0,-2,52,-0.2,0,0,0,0,0,0,0,4,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.75,NaN,NaN,NaN,0
Kevin Connauton\connake01,314,27,49,76,4,177,16.8,27,0,0,7,39,8,2,464,5048,310,504,0,0,4318,4796,3133,3621,7.014285714285714,92.04285714285714,50.357142857142854,49.642857142857146,57,129,1005,43.82857142857143,0.05818965517241379,16.076433121019107,NaN,0.47377660741716043,0.4638732602901984,99.05714285714286
Kevin Czuczman\czuczke01,13,0,2,2,-5,14,0,0,0,0,0,2,0,0,24,254,13,15,1,0,188,218,146,169,6.7,89.4,52,48,6,6,44,54.5,0,19.53846153846154,1,0.4630541871921182,0.4634920634920635,96.10000000000001
Kevin Dallman\dallmke01,154,8,23,31,-23,45,5.1,5,3,0,1,14,9,0,248,2389,26,42,0,2,384,355,307,289,2.1333333333333333,32.1,19.3,14.033333333333333,6,14,94,14.533333333333333,0.03225806451612903,15.512987012987013,0,0.5196211096075778,0.5151006711409396,34.233333333333334
Kevin Doell\doellke01,8,0,1,1,-2,4,-0.1,0,0,0,0,0,1,0,6,77,5,7,25,28,36,60,31,47,4.3,92.1,38.9,61.1,7,1,6,100,0,9.625,0.4716981132075472,0.375,0.3974358974358974,96.39999999999999
Kevin Fiala\fialake01,287,71,87,158,-4,122,16.2,56,15,0,11,60,27,0,664,4303,82,147,5,17,3849,3287,2850,2435,5.75,91.46666666666667,63.45,36.55,160,189,1187,64.03333333333333,0.10692771084337349,14.993031358885018,0.22727272727272727,0.539377802690583,0.5392620624408704,97.21666666666667
Kevin Gravel\graveke01,109,1,12,13,-2,12,3.4,0,1,0,0,10,2,0,120,1539,140,126,0,0,1299,1223,954,868,6.9,92.94,57.68,42.32,9,52,273,43.6,0.008333333333333333,14.119266055045872,NaN,0.5150674068199841,0.5236004390779363,99.84
Kevin Hayes\hayeske01,450,115,155,270,22,134,29.5,87,18,10,19,122,26,7,890,7207,159,341,2287,2659,5183,5561,3907,4173,9.933333333333334,91.05,51.03333333333333,48.96666666666667,277,305,1518,58.81666666666666,0.12921348314606743,16.015555555555554,0.46239385361908614,0.4824087862993299,0.483539603960396,100.98333333333333
Kevin Henderson\hendeke01,4,1,0,1,-1,0,0.1,1,0,0,0,0,0,0,3,59,1,3,0,0,39,56,31,43,12,86.2,32.1,67.9,1,1,7,42.9,0.3333333333333333,14.75,NaN,0.4105263157894737,0.4189189189189189,98.2
Kevin Klein\kleinke01,627,38,116,154,22,185,33.5,37,1,0,10,109,3,4,640,11638,1152,932,0,1,8438,9478,6297,6945,7.008333333333334,76.59166666666667,38.68333333333334,44.65,198,385,1388,38.75,0.059375,18.56140350877193,0,0.4709756642107613,0.47553239691889443,83.60000000000001
Kevin Labanc\labanke01,284,50,99,149,-31,128,12.5,41,9,0,12,60,39,0,532,4132,77,162,18,37,3542,3004,2567,2189,8.95,88.625,55.2,44.8,99,140,1002,52.25,0.09398496240601503,14.549295774647888,0.32727272727272727,0.5410937977390773,0.5397392767031118,97.575
Kevin Marshall\marshke01,10,0,0,0,-1,8,-0.1,0,0,0,0,0,0,0,6,88,4,8,0,0,80,94,56,71,10.9,88,61.9,38.1,2,1,11,54.5,0,8.8,NaN,0.45977011494252873,0.4409448818897638,98.9
Kevin Porter\porteke01,249,29,29,58,-27,60,2.8,25,2,2,5,26,2,1,268,3147,108,394,257,414,2136,2497,1588,1828,5.975,90.7625,46.2,53.8,87,64,485,47.025,0.10820895522388059,12.63855421686747,0.3830104321907601,0.46104036261601555,0.4648711943793911,96.7375
Kevin Quick\quickke01,6,0,1,1,0,0,0.2,0,0,0,0,0,1,0,7,80,3,1,0,0,58,65,45,52,5.1,91.7,44.8,55.2,1,3,12,58.3,0,13.333333333333334,NaN,0.4715447154471545,0.4639175257731959,96.8
Kevin Rooney\rooneke01,95,10,9,19,1,39,1.4000000000000001,7,0,3,1,8,0,1,103,1145,55,147,373,408,637,837,488,625,4.699999999999999,93.075,48.2,51.8,33,23,168,59.675,0.0970873786407767,12.052631578947368,0.47759282970550576,0.432157394843962,0.4384546271338724,97.775
Kevin Roy\royke01,28,6,1,7,2,6,0.8,5,1,0,1,1,0,0,28,380,9,11,0,9,288,342,212,261,4.45,92,48.5,51.5,14,9,58,44.55,0.21428571428571427,13.571428571428571,0,0.45714285714285713,0.44820295983086683,96.45
Kevin Shattenkirk\shattke01,679,83,300,383,10,406,65.7,44,39,0,14,164,133,3,1407,13978,888,656,1,3,10541,9390,7885,6943,8.459999999999999,91.03,57.480000000000004,42.519999999999996,334,388,2814,49.769999999999996,0.058990760483297794,20.58615611192931,0.25,0.528874617430134,0.5317642298354465,99.49
Kevin Stenlund\stenlke01,36,6,4,10,2,12,1,3,3,0,1,2,2,0,60,491,23,22,55,80,310,324,224,226,4.4,95.8,51.55,48.45,9,10,109,45.15,0.1,13.63888888888889,0.4074074074074074,0.4889589905362776,0.49777777777777776,100.2
Kevin Westgarth\westgke01,169,7,9,16,-11,266,0.6,7,0,0,1,9,0,0,81,970,23,170,3,11,733,867,553,637,7.98,92.14,57.36,42.64,18,39,147,51.12,0.08641975308641975,5.739644970414201,0.21428571428571427,0.458125,0.4647058823529412,100.12
Kevyn Adams\adamske01,177,18,19,37,-27,74,0.6000000000000001,15,0,3,2,14,1,4,279,2094,11,13,103,104,132,162,104,128,0.8333333333333334,29.666666666666668,13.333333333333334,20,9,3,43,24.8,0.06451612903225806,11.830508474576272,0.4975845410628019,0.4489795918367347,0.4482758620689655,30.5
Kiefer Sherwood\sherwki01,60,6,7,13,0,14,0.9,6,0,0,1,7,0,0,77,702,23,103,10,10,567,687,416,521,8.05,94.55000000000001,48.3,51.7,21,30,144,52.8,0.07792207792207792,11.7,0.5,0.45215311004784686,0.4439701173959445,102.60000000000001
Kieffer Bellows\belloki01,8,2,1,3,3,2,0.5,2,0,0,1,1,0,0,11,85,4,12,0,0,56,87,42,61,12.1,97.2,53.6,46.4,2,5,21,52.4,0.18181818181818182,10.625,NaN,0.3916083916083916,0.4077669902912621,109.3
Kim Johnsson\johnski01,344,22,93,115,4,214,25.799999999999997,10,12,0,0,57,34,2,469,8115,333,121,0,0,3282,3597,2513,2775,5.5,55.199999999999996,23.98,36.019999999999996,85,122,613,26.84,0.046908315565031986,23.59011627906977,NaN,0.47710423026602705,0.4752269288956127,60.699999999999996
Kimmo Timonen\timonki01,694,62,313,375,58,422,63.7,26,31,5,7,124,183,6,1144,15364,971,489,1,3,7608,7303,5701,5343,6.23,73.67,42.33,37.67,176,271,1743,40.48,0.05419580419580419,22.138328530259365,0.25,0.5102273489370264,0.5162078956899674,79.9
Kip Brennan\brennki01,15,0,1,1,-2,47,-0.1,0,0,0,0,1,0,0,5,64,1,9,0,0,7,11,7,8,0,50,41.65,8.35,0,1,0,NA,0,4.266666666666667,NaN,0.3888888888888889,0.4666666666666667,50
Kirby Dach\dachki01,64,8,15,23,-1,24,1.5,8,0,0,2,12,3,0,101,913,23,33,75,147,566,603,421,454,11,90.4,53,47,38,16,162,62.3,0.07920792079207921,14.265625,0.33783783783783783,0.48417450812660395,0.48114285714285715,101.4
Kirk Maltby\maltbki01,355,26,23,49,-34,222,-1.2,24,0,2,2,22,0,1,399,4182,65,238,14,16,1276,1231,983,981,3.44,55.42,35.86,24.14,52,29,296,34.06,0.06516290726817042,11.780281690140844,0.4666666666666667,0.5089748703629836,0.5005091649694501,58.86
Klas Dahlbeck\dahlbkl01,170,6,17,23,-31,87,3.3,6,0,0,0,16,0,1,164,2660,194,393,0,0,1986,2328,1454,1776,7.1,91.55,52.85,47.15,37,47,381,42.025,0.036585365853658534,15.647058823529411,NaN,0.4603616133518776,0.4501547987616099,98.64999999999999
Klim Kostin\kostikl01,4,1,0,1,1,0,0.2,1,0,0,0,0,0,0,5,34,0,6,0,0,21,26,15,24,8.3,100,35.7,64.3,0,1,7,71.4,0.2,8.5,NaN,0.44680851063829785,0.38461538461538464,108.3
Kole Sherwood\sherwko01,5,0,0,0,0,2,0,0,0,0,0,0,0,0,8,38,2,20,0,1,31,28,25,19,7.15,100,56.7,43.3,3,0,9,83.35,0,7.6,0,0.5254237288135594,0.5681818181818182,107.15
Konstantin Koltsov\koltsko01,60,3,6,9,-10,20,-0.7,2,0,1,0,4,1,1,72,795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.041666666666666664,13.25,NaN,NaN,NaN,0
Konstantin Pushkarev\pushkko01,17,2,3,5,-2,8,0.4,2,0,0,0,3,0,0,10,157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,9.235294117647058,NaN,NaN,NaN,0
Korbinian Holzer\holzeko01,206,6,21,27,-13,139,5.8999999999999995,6,0,0,1,20,0,1,144,3200,324,487,0,0,2143,2841,1615,2068,7.6625,91.6375,49.075,50.925,30,114,288,47.675,0.041666666666666664,15.533980582524272,NaN,0.42997592295345105,0.4385012218300299,99.3
Kris Beech\beechkr01,99,15,25,40,-7,54,3.3000000000000003,10,5,0,0,15,10,0,125,1206,3,33,144,132,191,179,151,129,2.766666666666667,31,18.533333333333335,14.799999999999999,6,5,46,26.099999999999998,0.12,12.181818181818182,0.5217391304347826,0.5162162162162162,0.5392857142857143,33.766666666666666
Kris Chucko\chuckkr01,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,14,0,1,0,1,3,17,2,13,0,100,100,0,0,2,0,NA,NaN,7,0,0.15,0.13333333333333333,100
Kris Draper\drapekr01,433,53,75,128,-6,264,7.3,43,1,9,7,70,2,3,655,6168,75,336,1408,1010,2500,2398,1954,1906,4.533333333333333,60.983333333333334,32.03333333333333,34.63333333333333,62,46,543,42.35,0.08091603053435115,14.244803695150116,0.5822994210090985,0.5104124132298897,0.5062176165803108,65.51666666666667
Kris Foucault\foucakr01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,NA,0,NA,NA,4,5,2,5,0,100,33.3,66.7,0,0,NA,NA,NaN,9,NA,0.4444444444444444,0.2857142857142857,100
Kris Fredheim\fredhkr01,3,0,0,0,-2,2,-0.1,0,0,0,0,0,0,0,0,36,5,1,0,0,15,41,13,27,0,88.2,36.4,63.6,1,0,2,0,NaN,12,NaN,0.26785714285714285,0.325,88.2
Kris Letang\letankr01,808,127,410,537,61,580,90.5,80,43,4,24,235,167,8,2111,19371,1221,1306,1,3,15049,13004,11301,9730,8.557142857142857,84.16428571428571,49.32142857142857,43.535714285714285,418,717,4052,47.964285714285715,0.060161061108479394,23.974009900990097,0.25,0.5364488646490572,0.5373496267414769,92.72142857142856
Kris Newbury\newbukr01,76,4,6,10,-3,139,0.5,4,0,0,0,6,0,0,60,469,6,87,92,103,251,304,196,237,NA,82.65,50.8875,36.6125,8,7,48,NA,0.06666666666666667,6.171052631578948,0.4717948717948718,0.45225225225225224,0.45265588914549654,NA
Kris Russell\russekr01,846,46,190,236,-5,259,45.7,35,11,0,7,133,53,4,1025,16321,1901,803,0,1,11862,13054,8804,9145,8.430769230769231,91.7,54.40769230769231,45.59230769230769,301,477,2186,47.46923076923077,0.0448780487804878,19.2919621749409,0,0.47607962754856314,0.4905008635578584,100.13076923076923
