Player,gp,goals,assists,points,plusminus,PIM,pointShares,evenStrengthG,powerPlayG,shortHandG,gameWinningG,evenStrengthA,powerPlayA,shortHandA,shots,TOI,blocks,hits,foWins,foLosses,CorsiFor,CorsiAgainst,FenwickFor,FenwickAgainst,oiSHperc,oiSVperc,oZSperc,dZSperc,takeaways,giveaways,shotAttempts,thruperc,shotPerc,averageTOI,foPerc,CorsiPerc,FenwickPerc,PDO
Brett Skinner\skinnbr01,11,0,0,0,3,4,0.4,0,0,0,0,0,0,0,5,129,10,1,0,0,94,119,70,86,11.1,95.6,50,50,4,3,11,45.5,0,11.727272727272727,NaN,0.4413145539906103,0.44871794871794873,106.69999999999999
Brett Sterling\sterlbr01,30,5,4,9,-5,32,0.6,4,1,0,0,3,1,0,44,380,3,19,7,3,289,305,210,218,6.225,88.95,56.099999999999994,43.9,9,6,79,59.25,0.11363636363636363,12.666666666666666,0.7,0.48653198653198654,0.49065420560747663,95.175
Brett Sutter\suttebr04,60,2,8,10,-9,40,0.19999999999999998,2,0,0,1,7,0,1,53,498,8,94,73,67,360,416,266,321,7.485714285714286,89.2,43.75714285714285,56.24285714285714,9,10,90,59.285714285714285,0.03773584905660377,8.3,0.5214285714285715,0.4639175257731959,0.45315161839863716,96.68571428571428
Brian Boyle\boylebr01,805,130,101,231,-48,588,20.3,100,23,7,26,82,12,7,1391,10523,566,1688,3822,3779,7345,7841,5593,5684,8.13076923076923,90.94615384615385,40.98461538461538,59.01538461538461,248,174,2315,61.38461538461539,0.09345794392523364,13.072049689440993,0.5028285751874754,0.48366916897142104,0.49596523898199874,99.07692307692308
Brian Campbell\campbbr02,915,78,385,463,83,227,82.3,45,32,1,16,218,163,4,1270,21090,887,384,0,1,13305,11561,10150,8901,6.808333333333334,76.44166666666666,47.5,35.833333333333336,217,440,2293,39.09166666666667,0.06141732283464567,23.049180327868854,0,0.5350679642885868,0.5327804314734135,83.25
Brian Dumoulin\dumoubr01,347,11,71,82,55,94,17.7,10,0,1,1,62,5,4,422,7007,480,488,1,0,6002,5474,4561,4092,11.028571428571428,90.35714285714286,50,50,145,187,924,47.785714285714285,0.026066350710900472,20.19308357348703,1,0.5230045311955385,0.5271004275973651,101.38571428571429
Brian Fahey\faheybr01,7,0,1,1,-1,2,0.1,0,0,0,0,1,0,0,4,83,6,9,0,0,71,64,55,47,6.7,87.1,64.3,35.7,0,1,7,57.1,0,11.857142857142858,NaN,0.5259259259259259,0.5392156862745098,93.8
Brian Ferlin\ferlibr01,7,0,1,1,0,0,0,0,0,0,0,1,0,0,6,62,0,20,0,1,38,45,28,35,4.3,95.2,39.3,60.7,1,0,15,40,0,8.857142857142858,0,0.4578313253012048,0.4444444444444444,99.5
Brian Flynn\flynnbr01,275,27,34,61,-10,32,3.7,24,0,3,1,30,1,3,353,3732,183,148,649,646,2333,3098,1756,2195,7.72,93.32000000000001,39.3,60.7,82,61,559,62.82,0.0764872521246459,13.57090909090909,0.5011583011583012,0.42957098140305655,0.4444444444444444,101.04
Brian Gibbons\gibbobr02,204,25,42,67,5,58,5.8,21,1,3,3,38,1,3,181,2532,132,120,48,72,1770,2118,1325,1565,7.319999999999999,92.28,48.46,51.54,86,56,307,56.959999999999994,0.13812154696132597,12.411764705882353,0.4,0.45524691358024694,0.458477508650519,99.6
Brian Gionta\giontbr01,860,254,276,530,1,310,59,165,80,9,42,200,73,3,2409,15727,297,515,333,469,9516,9697,7153,7175,6.3,78.36153846153846,40.09230769230769,44.52307692307692,317,233,3310,49.73076923076923,0.10543794105437941,18.287209302325582,0.415211970074813,0.4952896476344142,0.4992322724734785,84.66153846153846
Brian Lashoff\lashobr01,136,2,13,15,-11,65,3,2,0,0,0,13,0,0,80,2032,NA,143,NA,NA,1411,1466,1090,1128,5.942857142857143,92.85714285714286,65,35,20,31,NA,NA,0.025,14.941176470588236,NA,0.4904414320472715,0.4914337240757439,98.80000000000001
Brian Lee\leebr01,209,5,31,36,-37,124,4.8,4,1,0,1,28,2,1,159,3485,268,358,0,0,2598,2739,1947,2046,7.25,90.23333333333333,51.016666666666666,49,27,89,397,40.35,0.031446540880503145,16.67464114832536,NaN,0.4867903316469927,0.48760330578512395,97.48333333333333
Brian Leetch*\leetcbr01,61,5,27,32,-10,36,4.3,1,4,0,0,14,13,0,130,1435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.038461538461538464,23.524590163934427,NaN,NaN,NaN,0
Brian McGrattan\mcgrabr01,317,10,17,27,-11,609,0.9,10,0,0,1,17,0,0,207,1555,37,190,2,2,845,1179,643,841,3.7111111111111112,72.4888888888889,40.55555555555556,37.22222222222222,30,18,242,48.48888888888889,0.04830917874396135,4.905362776025236,0.5,0.4174901185770751,0.433288409703504,76.2
Brian O'Neill\oneilbr01,22,0,2,2,-3,8,-0.2,0,0,0,0,2,0,0,14,228,9,36,2,4,141,181,104,135,5.3,94.9,38.3,61.7,4,3,24,58.3,0,10.363636363636363,0.3333333333333333,0.43788819875776397,0.4351464435146444,100.2
Brian Pothier\pothibr01,257,19,76,95,27,148,16.4,12,7,0,4,42,34,0,405,5037,150,119,0,0,1639,1549,1192,1168,5.220000000000001,55.1,30.740000000000002,29.259999999999998,40,53,312,29.8,0.04691358024691358,19.59922178988327,NaN,0.5141154328732748,0.5050847457627119,60.32
Brian Rafalski\rafalbr01,456,49,259,308,82,172,57.1,22,26,1,9,132,126,1,830,10925,289,157,0,0,5466,3985,4252,3232,5.916666666666667,61.083333333333336,36.233333333333334,30.433333333333334,79,231,1178,31.349999999999998,0.05903614457831325,23.958333333333332,NaN,0.5783514971960639,0.5681453768038482,67
Brian Rolston\rolstbr01,520,152,177,329,12,249,36.6,84,61,7,33,98,77,2,1612,9419,93,345,271,349,4074,3794,3093,2889,5.5285714285714285,65.74285714285715,36.41428571428572,35.01428571428571,116,127,1808,39.957142857142856,0.09429280397022333,18.11346153846154,0.43709677419354837,0.5177935943060499,0.5170511534603811,71.27142857142857
Brian Salcido\salcibr01,2,0,1,1,2,0,0.3,0,0,0,0,1,0,0,1,25,3,2,0,0,18,19,18,12,20,100,71.4,28.6,0,0,3,33.3,0,12.5,NaN,0.4864864864864865,0.6,120
Brian Savage\savagbr01,66,9,5,14,-18,28,-0.1,4,4,1,1,4,1,0,102,879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08823529411764706,13.318181818181818,NaN,NaN,NaN,0
Brian Strait\straibr01,187,6,23,29,-14,91,5.1000000000000005,6,0,0,0,20,0,3,162,3165,279,347,0,1,2430,2802,1819,2050,8.314285714285715,89.17142857142856,56.05714285714286,43.94285714285714,42,83,356,35.57142857142857,0.037037037037037035,16.925133689839573,0,0.4644495412844037,0.4701473248901525,97.48571428571428
Brian Sutherby\suthebr01,351,37,40,77,-31,410,3.4,33,1,3,0,40,0,0,369,3836,52,327,277,338,1181,1385,909,1062,4.383333333333334,62.083333333333336,36.45,30.21666666666667,36,37,315,41.58333333333333,0.1002710027100271,10.92877492877493,0.4504065040650406,0.4602494154325799,0.4611872146118721,66.46666666666667
Brian Willsie\willsbr01,263,35,44,79,-54,170,3,24,10,1,3,29,15,0,439,3558,37,80,54,77,844,919,637,693,11.2,59.71666666666667,32.81666666666667,33.85,25,18,224,NA,0.07972665148063782,13.52851711026616,0.4122137404580153,0.47872943845717525,0.4789473684210526,70.91666666666667
Brock Boeser\boesebr01,197,75,86,161,-3,52,18.3,52,23,0,11,55,31,0,582,3612,60,76,60,99,2688,2597,1991,1926,11.025,88.775,62.525,37.475,87,87,1064,57.525,0.12886597938144329,18.33502538071066,0.37735849056603776,0.5086092715231788,0.5082971661986214,99.80000000000001
Brock McGinn\mcginbr01,308,43,50,93,-31,75,6.5,37,2,4,3,48,1,1,474,4150,111,473,59,83,3415,3187,2480,2377,7.64,88.64,51.1,48.9,144,92,914,56.02,0.09071729957805907,13.474025974025974,0.4154929577464789,0.5172674946985761,0.510603253036854,96.28
Brock Nelson\nelsobr01,548,150,145,295,9,205,32.7,122,27,1,22,115,29,1,1154,8841,339,432,2675,2993,6479,6928,4689,4963,9.842857142857143,91.04285714285714,48.74285714285714,51.25714285714286,290,255,1993,57.785714285714285,0.12998266897746968,16.133211678832115,0.47194777699364854,0.4832550160363989,0.4858060505594695,100.88571428571429
Brock Trotter\trottbr02,2,0,0,0,-1,0,-0.1,0,0,0,0,0,0,0,6,18,2,0,0,0,18,20,10,12,0,90,57.1,42.9,0,0,8,75,0,9,NaN,0.47368421052631576,0.45454545454545453,90
Brodie Dupont\duponbr01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0,2,0,0,4,2,3,2,0,100,66.7,33.3,0,0,1,100,0,6,NaN,0.6666666666666666,0.6,100
Brody Sutter\suttebr05,12,0,0,0,-6,0,-0.4,0,0,0,0,0,0,0,7,102,2,24,16,11,62,103,46,82,0,88.4,47.75,52.25,1,2,11,38.9,0,8.5,0.5925925925925926,0.37575757575757573,0.359375,88.4
Brogan Rafferty\raffebr01,2,0,0,0,-1,0,0,0,0,0,0,0,0,0,3,27,2,0,0,0,28,20,20,13,0,90,53.8,46.2,1,1,4,75,0,13.5,NaN,0.5833333333333334,0.6060606060606061,90
Brooks Laich\laichbr01,771,134,197,331,-18,305,27.9,82,42,10,24,143,46,8,1466,11896,416,837,2105,2336,6997,6907,5012,5120,6.716666666666667,76.63333333333333,40.81666666666666,42.516666666666666,278,239,1976,48.375,0.09140518417462483,15.429312581063554,0.47399234406665164,0.5032364787111623,0.4946703513620213,83.35
Brooks Orpik\orpikbr01,950,17,167,184,120,843,44.7,16,1,0,1,156,5,6,710,18594,1551,2556,1,0,12373,13281,9203,9805,8.628571428571428,78.8,41.471428571428575,44.24285714285714,131,362,1483,35.51428571428571,0.023943661971830985,19.57263157894737,1,0.4823029547049193,0.4841645622895623,87.42857142857143
Bruno Gervais\gervabr01,418,16,71,87,-81,182,11.5,13,3,0,2,56,13,2,441,7526,469,287,0,1,4765,5230,3465,3877,5.5625,67.9125,35.75,39.2625,189,190,867,32.05,0.036281179138321996,18.004784688995215,0,0.4767383691845923,0.4719422500681013,73.475
Bruno St. Jacques\stjacbr01,1,1,0,1,1,0,0.3,1,0,0,0,0,0,0,2,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,14,NaN,NaN,NaN,0
Bryan Allen\allenbr01,582,22,99,121,27,666,27.3,20,1,1,4,90,4,5,573,11395,753,670,0,0,6125,6851,4559,5095,7.07,73.95,35.4,44.6,98,173,948,33.26,0.038394415357766144,19.579037800687285,NaN,0.4720252774352651,0.4722394862233271,81.02000000000001
Bryan Berard\berarbr01,109,17,40,57,-50,88,6.3,2,15,0,4,17,23,0,235,2159,59,37,0,0,661,658,487,499,2.1666666666666665,30.46666666666667,15.166666666666666,18.166666666666668,19,37,206,14.066666666666668,0.07234042553191489,19.807339449541285,NaN,0.5011372251705838,0.49391480730223125,32.63333333333333
Bryan Bickell\bickebr01,395,66,70,136,9,192,14,62,4,0,11,67,3,0,564,4778,88,827,8,21,4141,3745,3033,2786,6.24,82.56,51.7,38.3,126,77,1005,48.64,0.11702127659574468,12.09620253164557,0.27586206896551724,0.5251077859497845,0.521223577934353,88.8
Bryan Helmer\helmebr01,12,0,3,3,-1,2,0.3,0,0,0,0,2,1,0,8,199,22,13,0,0,163,141,125,105,6.9,89.9,45.9,54.1,6,6,24,33.3,0,16.583333333333332,NaN,0.5361842105263158,0.5434782608695652,96.80000000000001
Bryan Lerg\lergbr01,8,1,0,1,0,0,0.1,1,0,0,1,0,0,0,12,78,3,16,21,16,52,76,39,55,6.1,92.3,36.7,63.3,0,1,16,73,0.08333333333333333,9.75,0.5675675675675675,0.40625,0.4148936170212766,98.39999999999999
Bryan Little\littlbr01,843,217,304,521,-15,293,52.6,152,58,7,32,223,74,7,1649,15166,285,553,6290,6222,11570,10967,8669,8315,9.36923076923077,91.0923076923077,51.9,48.1,453,243,2791,58.86923076923077,0.13159490600363857,17.990510083036774,0.5027173913043478,0.5133780006212006,0.5104215732454075,100.46153846153847
Bryan Marchment\marchbr02,37,1,2,3,8,75,1.8,1,0,0,0,2,0,0,16,485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0625,13.108108108108109,NaN,NaN,NaN,0
Bryan McCabe\mccabbr01,427,69,189,258,-3,470,42.7,26,43,0,13,82,103,4,965,10486,366,380,0,0,4158,4491,3106,3431,5.833333333333333,61.666666666666664,33.95,32.71666666666667,40,169,1154,31.783333333333335,0.07150259067357513,24.557377049180328,NaN,0.48074921956295524,0.4751415022181429,67.5
Bryan Muir\muirbr01,98,11,22,33,-6,114,5,7,4,0,1,7,15,0,164,1904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06707317073170732,19.428571428571427,NaN,NaN,NaN,0
Bryan Rodney\rodnebr01,34,1,12,13,-8,12,1.3,1,0,0,0,5,7,0,30,508,27,27,0,0,416,417,288,329,4.3,92.825,64.625,35.375,14,8,71,43.225,0.03333333333333333,14.941176470588236,NaN,0.49939975990396157,0.46677471636953,97.125
Bryan Rust\rustbr01,308,78,92,170,37,104,18.5,63,10,5,13,75,12,5,627,4796,189,471,21,53,4043,3733,3058,2773,9.016666666666666,90.69999999999999,52.7,47.3,120,126,1042,61.35,0.12440191387559808,15.571428571428571,0.28378378378378377,0.5199331275720165,0.5244383467672783,99.71666666666665
Bryan Smolinski\smolibr01,227,43,74,117,9,103,10.4,28,11,4,10,49,24,1,430,3514,36,45,382,356,610,683,443,491,2.3333333333333335,30.46666666666667,13.033333333333333,20.3,30,19,169,17.566666666666666,0.1,15.480176211453745,0.5176151761517616,0.4717710750193349,0.4743040685224839,32.800000000000004
Bryan Young\youngbr02,17,0,0,0,-9,10,-0.5,0,0,0,0,0,0,0,2,156,0,1,0,0,2,9,2,7,0,37.5,0,50,0,0,0,NA,0,9.176470588235293,NaN,0.18181818181818182,0.2222222222222222,37.5
Bryce Lampman\lampmbr01,2,0,0,0,-1,2,-0.1,0,0,0,0,0,0,0,1,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,NaN,NaN,NaN,0
Bryce Salvador\salvabr01,505,12,58,70,-11,407,20.2,12,0,0,5,51,1,6,325,9991,615,502,1,1,4989,5452,3809,4118,5.866666666666666,71.66666666666667,36.24444444444445,41.53333333333333,96,181,623,32.63333333333333,0.036923076923076927,19.784158415841585,0.5,0.47782779427257926,0.4805096505613725,77.53333333333333
Bryce Van Brabant\vanbrbr01,6,0,0,0,-1,2,-0.1,0,0,0,0,0,0,0,4,55,4,17,0,0,37,66,29,45,5.6,93.9,44.8,55.2,2,1,8,50,0,9.166666666666666,NaN,0.3592233009708738,0.3918918918918919,99.5
Bud Holloway\hollobu01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,0,0,0,1,1,5,1,3,0,100,75,25,2,1,1,100,0,7,0,0.16666666666666666,0.25,100
Buddy Robinson\robinbu01,12,2,1,3,2,13,0.5,2,0,0,1,1,0,0,15,115,6,34,0,1,71,102,55,72,8.766666666666666,96.53333333333333,50.53333333333333,49.5,3,3,26,64.76666666666667,0.13333333333333333,9.583333333333334,0,0.41040462427745666,0.4330708661417323,105.3
Byron Bitz\bitzby01,97,10,12,22,-6,65,1.5,10,0,0,2,11,1,0,95,1042,42,174,28,43,790,836,597,590,7.366666666666667,93.56666666666666,46.46666666666667,53.53333333333333,12,9,148,63.766666666666666,0.10526315789473684,10.742268041237113,0.39436619718309857,0.4858548585485855,0.5029486099410277,100.93333333333334
Byron Froese\froesby01,110,5,11,16,-14,47,-0.4000000000000001,5,0,0,0,11,0,0,119,1326,69,108,492,558,927,1050,668,747,4.333333333333333,90.86666666666666,41.9,58.099999999999994,42,23,223,57.300000000000004,0.04201680672268908,12.054545454545455,0.4685714285714286,0.46889226100151743,0.47208480565371025,95.19999999999999
Byron Ritchie\ritchby01,180,15,16,31,-9,217,1,14,0,1,0,12,3,1,153,1944,34,89,262,253,378,623,302,486,2.1,30.900000000000002,10.333333333333334,23,18,21,105,23.166666666666668,0.09803921568627451,10.8,0.5087378640776699,0.3776223776223776,0.383248730964467,33
C.J. Smith\smithcj01,13,2,1,3,-1,0,0.2,2,0,0,1,1,0,0,20,140,1,4,0,0,129,131,101,107,11.5,89.35,44.8,55.2,4,5,32,57.15,0.1,10.76923076923077,NaN,0.49615384615384617,0.4855769230769231,100.85
C.J. Suess\frankcl01,1,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,6,0,1,1,3,2,13,1,12,NA,87.5,25,75,0,0,1,0,NaN,6,0.25,0.13333333333333333,0.07692307692307693,NA
Cade Fairchild\faircca01,5,0,1,1,-1,0,0.1,0,0,0,0,1,0,0,1,48,4,1,0,0,47,32,37,22,4.5,89.5,69.2,30.8,0,0,5,20,0,9.6,NaN,0.5949367088607594,0.6271186440677966,94
Cal Clutterbuck\cluttca01,824,120,116,236,-21,616,19.1,93,12,15,22,102,7,7,1433,11420,384,3142,58,97,7640,8847,5750,6423,7.1692307692307695,92.97692307692307,40.84615384615385,59.15384615384615,254,252,2533,52.55384615384615,0.0837404047452896,13.859223300970873,0.3741935483870968,0.4633954024382847,0.47235685533557875,100.14615384615384
Cal O'Reilly\oreilca01,145,16,33,49,-11,14,3.4,12,4,0,2,27,6,0,104,1944,41,17,612,702,1347,1531,1024,1186,6.671428571428572,92.3,57.2,42.8,70,41,178,65.78571428571429,0.15384615384615385,13.406896551724138,0.4657534246575342,0.4680333564975678,0.4633484162895928,98.97142857142858
Cale Fleury\fleurca01,41,1,0,1,-4,6,0.4,1,0,0,0,0,0,0,45,588,45,102,0,0,452,438,319,312,6.5,90.4,56.4,43.6,5,31,104,43.3,0.022222222222222223,14.341463414634147,NaN,0.5078651685393258,0.5055467511885895,96.9
Cale Hulse\hulseca01,39,0,4,4,-8,63,0.5,0,0,0,0,4,0,0,34,596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.282051282051283,NaN,NaN,NaN,0
Cale Makar\makarca01,57,12,38,50,12,12,7.7,8,4,0,4,23,15,0,121,1198,47,45,0,0,832,745,608,552,12.9,88.8,62.3,37.7,34,40,272,44.5,0.09917355371900827,21.017543859649123,NaN,0.527584020291693,0.5241379310344828,101.7
Caleb Jones\jonesca01,60,5,10,15,-10,16,2.1999999999999997,5,0,0,1,8,2,0,59,945,64,53,0,0,690,733,489,551,10.45,87.5,49.150000000000006,50.849999999999994,21,43,123,47.900000000000006,0.0847457627118644,15.75,NaN,0.4848910751932537,0.4701923076923077,97.95
Calle Jarnkrok\jarnkca01,459,81,102,183,46,99,17.9,65,9,7,11,84,15,3,714,7020,158,238,1636,1785,5258,5029,3946,3702,9.571428571428571,92.24285714285715,51.68571428571428,48.31428571428572,141,95,1237,57.84285714285714,0.1134453781512605,15.294117647058824,0.47822274188833674,0.5111305531253038,0.5159518828451883,101.81428571428572
Calle Rosen\rosenca01,20,1,4,5,-6,8,0.30000000000000004,1,0,0,0,4,0,0,24,281,9,5,0,0,239,227,179,180,7.466666666666667,85.76666666666667,57.06666666666666,42.93333333333333,4,13,59,42.46666666666667,0.041666666666666664,14.05,NaN,0.5128755364806867,0.4986072423398329,93.23333333333333
Calvin de Haan\dehaaca01,407,14,87,101,37,148,21.2,11,2,1,3,82,5,0,571,8001,866,848,0,2,6689,6393,4894,4534,9.2,92.725,52.6125,47.3875,174,296,1299,47.45,0.024518388791593695,19.65847665847666,0,0.5113132548539978,0.5190920661858295,101.925
Calvin Thurkauf\thurkca01,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,25,0,5,2,0,13,19,9,14,0,100,28.6,71.4,0,0,3,33.3,0,8.333333333333334,1,0.40625,0.391304347826087,100
Cam Atkinson\atkinca01,571,198,170,368,33,142,46,145,41,12,40,125,45,0,1725,10022,259,314,80,135,7694,7557,5796,5635,9.377777777777778,91.26666666666667,51.544444444444444,48.455555555555556,286,181,2794,62.08888888888889,0.11478260869565217,17.55166374781086,0.37209302325581395,0.5044915087535243,0.5070422535211268,100.64444444444445
Cam Barker\barkeca01,310,21,75,96,-29,290,15.1,8,13,0,4,35,39,1,385,5305,224,324,0,1,3058,3179,2357,2484,6.3125,68.7125,39.8,35.2,25,72,772,34.05,0.05454545454545454,17.112903225806452,0,0.49029982363315694,0.4868828754389589,75.025
Cam Fowler\fowleca01,679,67,234,301,-50,185,50.2,37,26,4,15,136,94,4,1109,15608,959,350,2,1,10935,11615,8250,8686,8.3,91.3,49.99,50.01,217,420,2358,46.68,0.060414788097385035,22.986745213549337,0.6666666666666666,0.48492239467849224,0.48712801133679734,99.6
Cam Janssen\janssca01,336,6,8,14,-26,774,-1.6,6,0,0,0,8,0,0,105,1610,18,371,2,6,775,978,603,752,5.2444444444444445,70.41111111111111,45.94444444444444,31.833333333333332,9,12,146,NA,0.05714285714285714,4.791666666666667,0.25,0.44209925841414716,0.44501845018450187,75.65555555555555
Cam Paddock\paddoca01,16,2,1,3,-4,0,0.1,2,0,0,0,1,0,0,17,171,4,7,40,47,82,133,64,100,6,90.9,44.1,55.9,0,3,23,73.9,0.11764705882352941,10.6875,0.45977011494252873,0.3813953488372093,0.3902439024390244,96.9
Cam Severson\severca01,4,0,0,0,0,5,0,0,0,0,0,0,0,0,2,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,NaN,NaN,NaN,0
Cameron Gaunce\gauncca01,37,3,6,9,4,47,1.8,3,0,0,0,6,0,0,28,482,24,53,0,0,448,423,327,319,11.92,91.58,49.3,50.7,8,22,55,52.36,0.10714285714285714,13.027027027027026,NaN,0.5143513203214696,0.5061919504643962,103.5
Cameron Hughes\hugheca01,1,0,0,0,-1,0,-0.1,0,0,0,0,0,0,0,0,10,2,1,0,0,5,9,4,4,0,66.7,12.5,87.5,0,0,1,0,NaN,10,NaN,0.35714285714285715,0.5,66.7
Cameron Schilling\schilca01,10,0,1,1,-2,4,-0.1,0,0,0,0,1,0,0,6,124,8,9,0,0,100,109,71,77,5.275,88.45,58.25,41.75,0,3,16,NA,0,12.4,NaN,0.4784688995215311,0.4797297297297297,93.72500000000001
Carl Corazzini\corazca01,7,0,1,1,0,2,0,0,0,0,0,1,0,0,5,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.857142857142858,NaN,NaN,NaN,0
Carl Dahlstrom\dahlsca01,64,0,10,10,3,12,1.9,0,0,0,0,9,0,1,63,1121,57,44,1,0,887,944,648,720,8.833333333333334,90.46666666666667,43.56666666666666,56.43333333333334,15,50,139,40.93333333333333,0,17.515625,1,0.4844347351174222,0.47368421052631576,99.3
Carl Grundstrom\grundca01,28,5,5,10,-2,14,0.8,5,0,0,1,4,1,0,42,391,7,67,0,0,347,314,260,238,9.95,90.94999999999999,53.4,46.6,8,9,96,44.5,0.11904761904761904,13.964285714285714,NaN,0.5249621785173979,0.5220883534136547,100.89999999999999
Carl Gunnarsson\gunnaca01,617,30,106,136,57,173,32.4,28,2,0,5,90,13,3,527,11249,1085,691,0,2,8069,9005,5984,6526,9.518181818181818,92.10909090909091,46.9,53.1,149,329,1137,47.00909090909091,0.056925996204933584,18.231766612641817,0,0.47258990277615087,0.4783373301358913,101.62727272727273
Carl Hagelin\hagelca01,604,101,165,266,102,254,28.3,94,2,5,26,158,0,7,1273,9338,252,625,64,105,8044,6981,6026,5101,8.955555555555556,91.88888888888889,53.22222222222222,46.77777777777778,275,237,2072,61.48888888888889,0.0793401413982718,15.460264900662251,0.378698224852071,0.5353743760399334,0.5415655612474162,100.84444444444443
Carl Klingberg\klingca01,12,1,0,1,0,4,0.09999999999999998,1,0,0,0,0,0,0,10,77,1,6,0,0,71,55,54,38,4.55,NA,61.95,38.05,2,1,17,NA,0.1,6.416666666666667,NaN,0.5634920634920635,0.5869565217391305,NA
Carl Sneep\sneepca01,1,0,1,1,1,0,0.2,0,0,0,0,1,0,0,0,16,1,2,0,0,17,7,13,4,28.6,75,54.5,45.5,0,0,0,NA,NaN,16,NaN,0.7083333333333334,0.7647058823529411,103.6
Carl Soderberg\soderca01,552,103,177,280,-20,192,25.9,74,25,4,12,134,41,2,1062,8940,360,439,2416,2654,6337,6787,4654,4973,8.875,90.7125,44.2125,55.7875,248,153,1832,58.3125,0.09698681732580038,16.195652173913043,0.4765285996055227,0.48285583663517223,0.48343201412693465,99.5875
Carlo Colaiacovo\colaica01,466,34,121,155,-7,229,28,27,6,1,6,66,53,2,522,8118,441,444,1,0,5548,4893,4160,3639,5.4818181818181815,74.55454545454545,46.21818181818182,35.6,69,141,1015,35.8,0.06513409961685823,17.4206008583691,1,0.5313667273249689,0.5334017181689961,80.03636363636363
Carsen Germyn\germyca01,4,0,0,0,-1,0,-0.1,0,0,0,0,0,0,0,5,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.75,NaN,NaN,NaN,0
Carsen Twarynski\twaryca01,15,1,0,1,-2,4,-0.2,1,0,0,0,0,0,0,14,160,8,40,0,2,94,118,68,79,2,92.7,48.6,51.4,6,0,18,77.8,0.07142857142857142,10.666666666666666,0,0.44339622641509435,0.46258503401360546,94.7
Carson McMillan\mcmilca01,16,2,3,5,2,11,0.6,2,0,0,1,3,0,0,13,167,12,25,14,23,121,161,93,103,8.6,93.46666666666667,31.5,68.53333333333333,2,1,29,32.56666666666667,0.15384615384615385,10.4375,0.3783783783783784,0.42907801418439717,0.4744897959183674,102.06666666666666
Carson Soucy\soucyca01,58,7,7,14,14,20,3.9,6,0,1,1,7,0,0,65,905,53,73,0,0,557,640,417,458,6.9,91.7,45.650000000000006,54.349999999999994,18,16,117,67.25,0.1076923076923077,15.60344827586207,NaN,0.4653299916457811,0.4765714285714286,98.60000000000001
Carter Ashton\ashtoca01,54,0,3,3,-12,32,-0.8999999999999999,0,0,0,0,3,0,0,49,401,12,84,14,16,295,374,207,292,2.2666666666666666,90.46666666666667,48.233333333333334,51.766666666666666,9,10,77,62.13333333333333,0,7.425925925925926,0.4666666666666667,0.44095665171898357,0.4148296593186373,92.73333333333333
Carter Bancks\banckca01,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,3,6,0,0,11,32,9,21,0,100,47.4,52.6,1,0,0,NA,NaN,14.5,NaN,0.2558139534883721,0.3,100
Carter Camper\campeca01,3,1,0,1,1,0,0.2,1,0,0,0,0,0,0,1,20,2,1,6,8,7,37,5,24,25,100,33.3,66.7,0,1,1,100,1,6.666666666666667,0.42857142857142855,0.1590909090909091,0.1724137931034483,125
Carter Rowney\rowneca01,204,20,31,51,-6,34,3.3000000000000003,16,0,4,2,29,0,2,161,2395,116,505,477,481,1545,1812,1153,1349,7.775,91.65,39.800000000000004,60.199999999999996,62,63,286,55.925,0.12422360248447205,11.740196078431373,0.4979123173277662,0.46023235031277926,0.46083133493205436,99.42500000000001
Carter Verhaeghe\verhaca01,52,9,4,13,-9,8,0.9,8,1,0,1,4,0,0,57,487,8,29,14,17,384,327,283,256,9.3,86.7,51.8,48.2,19,11,97,58.8,0.15789473684210525,9.365384615384615,0.45161290322580644,0.540084388185654,0.5250463821892394,96
Casey Bailey\baileca01,13,1,0,1,0,2,0.1,1,0,0,0,0,0,0,19,110,8,7,0,1,88,88,75,58,3.55,94.55,61.900000000000006,38.099999999999994,2,1,23,82.55,0.05263157894736842,8.461538461538462,0,0.5,0.5639097744360902,98.1
Casey Borer\borerca01,16,1,2,3,-4,9,0.19999999999999998,1,0,0,0,1,1,0,5,223,22,24,0,0,183,174,137,126,5.8,90.4,61.4,38.6,3,5,14,NA,0.2,13.9375,NaN,0.5126050420168067,0.5209125475285171,96.2
