Year,Round,Overall,Team,Player,Nat.,Pos,PosSimp,Age,To,YrsPlayed,AmateurTeam,AmateurLeague,GP,G,A,PTS,PlusMinus,PIM,Gpgoalie,Wgoalie,Lgoalie,TOTSOlossgoalie,SavePercgoalie,GAAgoalie,PS
2010,2,58,Chicago Blackhawks,Kent Simpson\simpske01,CA,G,G,18,2014,4,Everett (WHL),WHL,1,0,0,0,0,0,1,0,0,0,0.714,6,-0.1
2010,2,59,Minnesota Wild,Jason Zucker\zuckeja01,US,LW,W,18,2020,10,USA U-18 (USHL),USHL,471,138,117,255,20,173,0,0,0,0,0,0,30.2
2010,2,60,Chicago Blackhawks,Stephen Johns\johnsst03,US,D,D,18,2020,10,USA U-18 (USHL),USHL,167,15,18,33,-6,93,0,0,0,0,0,0,6.9
2010,3,61,Edmonton Oilers,Ryan Martindale\martiry01,CA,C,C,18,2010,0,Ottawa (OHL),OHL,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,3,62,Toronto Maple Leafs,Greg McKegg\mckeggr01,CA,C,C,18,2020,10,Erie (OHL),OHL,185,18,15,33,-10,57,0,0,0,0,0,0,1.9
2010,3,63,Tampa Bay Lightning,Brock Beukeboom\beukebr01,US,D,D,18,2010,0,Sault Ste. Marie (OHL),OHL,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,3,64,Calgary Flames,Max Reinhart\reinhma01,CA,C,C,18,2015,5,Kootenay (WHL),WHL,23,1,4,5,-5,6,0,0,0,0,0,0,0
2010,3,65,New York Islanders,Kirill Kabanov\kabanki01,RU,LW,W,18,2010,0,Moncton (QMJHL),QMJHL,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,3,66,Tampa Bay Lightning,Radko Gudas\gudasra01,CZ,D,D,20,2020,10,Everett (WHL),WHL,479,26,94,120,26,619,0,0,0,0,0,0,24
2010,3,67,Carolina Hurricanes,Danny Biega\biegada01,CA,D,D,18,2015,5,Harvard (ECAC),NCAA,10,0,2,2,-5,0,0,0,0,0,0,0,0.1
2010,3,68,Buffalo Sabres,Jerome Gauthier-Leduc\gauthje02,CA,D,D,18,2010,0,Rouyn-Noranda (QMJHL),QMJHL,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,3,69,Florida Panthers,Joe Basaraba\basarjo01,CA,RW,W,18,2010,0,Shattuck St. Mary's (High-MN),High,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,3,70,Los Angeles Kings,Jordan Weal\wealjo01,CA,C,C,18,2020,10,Regina (WHL),WHL,218,32,37,69,-20,56,0,0,0,0,0,0,4.9
2010,3,71,Colorado Avalanche,Michael Bournival\bournmi01,CA,LW,W,18,2018,8,Shawinigan (QMJHL),QMJHL,113,12,10,22,-6,24,0,0,0,0,0,0,1.8
2010,3,72,Tampa Bay Lightning,Adam Janosik\janosad01,SK,D,D,18,2010,0,Gatineau (QMJHL),QMJHL,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,3,73,Calgary Flames,Joey Leach\leachjo01,CA,D,D,18,2010,0,Kootenay (WHL),WHL,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,3,74,St. Louis Blues,Max Gardiner\gardima01,US,C,C,18,2010,0,Minnetonka (High-MN),High,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,3,75,Buffalo Sabres,Kevin Sundher\sundhke01,CA,C,C,18,2010,0,Chilliwack (WHL),WHL,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,3,76,Ottawa Senators,Jakub Culek\culekja01,CZ,LW,W,18,2010,0,Rimouski (QMJHL),QMJHL,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,3,77,Dallas Stars,Alexander Guptill\guptial01,CA,LW,W,18,2010,0,Orangeville (CCHL),CCHL,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,3,78,Nashville Predators,Taylor Aronson\aronsta01,US,D,D,18,2010,0,Portland (WHL),WHL,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,3,79,Toronto Maple Leafs,Sondre Olden\oldenso01,NO,C,C,18,2010,0,MODO Jr. (Sweden-Jr.),SwedenJr,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,3,80,Pittsburgh Penguins,Bryan Rust\rustbr01,US,RW,W,18,2020,10,USA U-18 (USHL),USHL,308,78,92,170,37,104,0,0,0,0,0,0,18.6
2010,3,81,Detroit Red Wings,Louis-Marc Aubry\aubrylo01,CA,C,C,18,2010,0,Montreal (QMJHL),QMJHL,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,3,82,New York Islanders,Jason Clark\clarkja01,US,C,C,18,2010,0,Shattuck St. Mary's (High-MN),High,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,3,83,Buffalo Sabres,Matt MacKenzie\mackema01,CA,D,D,18,2010,0,Calgary (WHL),WHL,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,3,84,New Jersey Devils,Scott Wedgewood\wedgesc01,CA,G,G,18,2018,8,Plymouth (OHL),OHL,24,0,0,0,0,2,24,7,10,5,0.903,3.05,3.3
2010,3,85,Carolina Hurricanes,Austin Levi\leviau01,US,D,D,18,2010,0,Plymouth (OHL),OHL,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,3,86,Washington Capitals,Stanislav Galiev\galiest01,RU,RW,W,18,2016,6,Saint John (QMJHL),QMJHL,26,1,3,4,3,4,0,0,0,0,0,0,0.3
2010,3,87,Atlanta Thrashers,Julian Melchiori\melchju01,CA,D,D,18,2017,7,Newmarket (CCHL),CCHL,30,0,2,2,0,8,0,0,0,0,0,0,0.4
2010,3,88,San Jose Sharks,Max Gaede\gaedema01,US,RW,W,18,2010,0,Woodbury HS (High-MN),High,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,3,89,Philadelphia Flyers,Michael Chaput\chapumi01,CA,C,C,18,2020,10,Lewiston (QMJHL),QMJHL,169,6,16,22,-27,78,0,0,0,0,0,0,-0.9
2010,3,90,Chicago Blackhawks,Joakim Nordstrom\nordsjo02,SE,C,C,18,2020,10,AIK Jr. (Sweden-Jr.),SwedenJr,400,31,37,68,-35,71,0,0,0,0,0,0,1.4
2010,4,91,Edmonton Oilers,Jeremie Blain\blainje01,CA,D,D,18,2010,0,Acadie-Bathurst (QMJHL),QMJHL,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,4,92,Florida Panthers,Sam Brittain\brittsa01,CA,G,G,18,2010,0,Canmore (AJHL),AJHL,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,4,93,Florida Panthers,Ben Gallacher\gallabe01,CA,D,D,18,2010,0,Camrose (AJHL),AJHL,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,4,94,Columbus Blue Jackets,Brandon Archibald\archibr01,US,D,D,18,2010,0,Sault Ste. Marie (OHL),OHL,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,4,95,Colorado Avalanche,Stephen Silas\silasst01,CA,D,D,18,2010,0,Belleville (OHL),OHL,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,4,96,Tampa Bay Lightning,Geoffrey Schemitsch\schemge01,CA,D,D,18,2010,0,Owen Sound (OHL),OHL,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,4,97,Boston Bruins,Craig Cunningham\cunnicr01,CA,LW,W,20,2016,6,Vancouver (WCHL),WCHL,63,3,5,8,-8,6,0,0,0,0,0,0,-0.2
2010,4,98,Buffalo Sabres,Steven Shipley\shiplst01,CA,C,C,18,2010,0,Owen Sound (OHL),OHL,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,4,99,Florida Panthers,Joonas Donskoi\donskjo01,FI,RW,W,18,2020,10,Karpat (Finland),Finland,348,61,94,155,21,92,0,0,0,0,0,0,14.8
2010,4,100,New York Rangers,Andrew Yogan\yoganan01,US,C,C,18,2010,0,Erie (OHL),OHL,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,4,101,Atlanta Thrashers,Ivan Telegin\telegiv01,RU,LW,W,18,2010,0,Saginaw (OHL),OHL,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,4,102,Columbus Blue Jackets,Mathieu Corbeil\corbema01,CA,G,G,18,2010,0,Halifax (QMJHL),QMJHL,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,4,103,Calgary Flames,John Ramage\ramagjo01,CA,D,D,19,2016,6,Wisconsin (WCHA),NCAA,2,0,0,0,-3,0,0,0,0,0,0,0,-0.2
2010,4,104,St. Louis Blues,Jani Hakanpaa\hakanja01,FI,D,D,18,2020,10,K-Vantaa U18 (Finland-Jr.),FinlandJr,5,1,0,1,1,2,0,0,0,0,0,0,0.4
2010,4,105,Carolina Hurricanes,Justin Shugg\shuggju01,CA,LW,W,18,2015,5,Windsor (OHL),OHL,3,0,0,0,0,2,0,0,0,0,0,0,0
2010,4,106,Ottawa Senators,Marcus Sorensen\sorenma01,SE,RW,W,18,2020,10,Sodertalje Jr. (Sweden-Jr.),SwedenJr,197,30,29,59,-8,58,0,0,0,0,0,0,4.6
2010,4,107,Colorado Avalanche,Sami Aittokallio\aittosa01,FI,G,G,18,2014,4,Ilves Jr. (Finland-Jr.),FinlandJr,2,0,0,0,0,0,2,0,1,0,0.884,3.36,0.1
2010,4,108,Calgary Flames,Bill Arnold\arnolbi01,US,C,C,18,2014,4,USA U-18 (USHL),USHL,1,0,0,0,-1,0,0,0,0,0,0,0,-0.1
2010,4,109,Dallas Stars,Alex Theriau\therial01,CA,D,D,18,2010,0,Everett (WHL),WHL,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,4,110,Pittsburgh Penguins,Tom Kuhnhackl\kuhnhto01,DE,C,C,18,2020,10,Landshut Cann. (German-2),German2,232,18,36,54,2,60,0,0,0,0,0,0,3.2
2010,4,111,Detroit Red Wings,Teemu Pulkkinen\pulkkte01,FI,LW,W,18,2017,7,Jokerit (Finland),Finland,83,13,9,22,5,32,0,0,0,0,0,0,2.6
2010,4,112,Washington Capitals,Philipp Grubauer\grubaph01,DE,G,G,18,2020,10,Windsor (OHL),OHL,174,0,1,1,0,2,174,79,52,20,0.92,2.44,31.6
2010,4,113,Montreal Canadiens,Mark MacMillan\macmima01,CA,C,C,18,2010,0,Alberni Valley (BCHL),BCHL,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,4,114,New Jersey Devils,Joe Faust\faustjo01,US,D,D,18,2010,0,Bloomington-Jeff. (High-MN),High,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,4,115,Vancouver Canucks,Patrick McNally\mcnalpa01,US,D,D,18,2010,0,Milton Academy (High-MA),High,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,4,116,Toronto Maple Leafs,Petter Granberg\granbpe01,SE,D,D,18,2017,7,Skelleftea Jr. (Sweden-Jr.),SwedenJr,45,0,2,2,2,29,0,0,0,0,0,0,0.9
2010,4,117,Montreal Canadiens,Morgan Ellis\ellismo01,CA,D,D,18,2016,6,Cape Breton (QMJHL),QMJHL,3,0,0,0,0,2,0,0,0,0,0,0,0
2010,4,118,Tampa Bay Lightning,Jimmy Mullin\mulliji01,US,RW,W,18,2010,0,Shattuck St. Mary's (High-MN),High,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,4,119,Philadelphia Flyers,Tye McGinn\mcginty01,CA,LW,W,20,2016,6,Gatineau (QMJHL),QMJHL,89,9,8,17,-1,44,0,0,0,0,0,0,1.3
2010,4,120,Chicago Blackhawks,Rob Flick\flickro01,CA,C,C,19,2010,0,Mississauga (OHL),OHL,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,5,121,Edmonton Oilers,Tyler Bunz\bunzty01,CA,G,G,18,2015,5,Medicine Hat (WHL),WHL,1,0,0,0,0,0,1,0,0,0,0.75,9,-0.2
2010,5,122,Anaheim Ducks,Chris Wagner\wagnech01,US,C,C,19,2020,10,South Shore (EJHL),EJHL,317,35,23,58,-17,171,0,0,0,0,0,0,2.8
2010,5,123,Florida Panthers,Zach Hyman\hymanza01,CA,C,C,18,2020,10,Hamilton (CCHL),CCHL,302,71,81,152,53,173,0,0,0,0,0,0,15.5
2010,5,124,Columbus Blue Jackets,Austin Madaisky\madaiau01,CA,D,D,18,2010,0,Kamloops (WHL),WHL,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,5,125,New York Islanders,Tony Dehart\deharto01,US,D,D,20,2010,0,Oshawa (OHL),OHL,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,5,126,Nashville Predators,Patrick Cehlin\cehlipa01,SE,RW,W,19,2010,0,Djurgarden (Sweden),Sweden,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,5,127,San Jose Sharks,Cody Ferriero\ferrico01,US,C,C,18,2010,0,Governor's Acad. (High-MA),High,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,5,128,Atlanta Thrashers,Fredrik Pettersson-Wentzel\pettefr02,SE,G,G,19,2010,0,Almtuna (Sweden-2),Sweden2,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,5,129,San Jose Sharks,Freddie Hamilton\hamilfr01,CA,C,C,18,2018,8,Niagara (OHL),OHL,75,4,2,6,-9,12,0,0,0,0,0,0,-0.4
2010,5,130,New York Rangers,Jason Wilson\wilsoja01,CA,LW,W,20,2010,0,Owen Sound (OHL),OHL,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,5,131,Dallas Stars,John Klingberg\klingjo01,SE,D,D,18,2020,10,Frolunda Jr. (Sweden-Jr.),SwedenJr,425,58,233,291,35,156,0,0,0,0,0,0,49
2010,5,132,Anaheim Ducks,Tim Heed\heedti01,SE,D,D,19,2020,10,Sodertalje (Sweden),Sweden,105,6,23,29,-1,20,0,0,0,0,0,0,5
2010,5,133,Calgary Flames,Micheal Ferland\ferlami01,CA,LW,W,18,2020,10,Brandon (WHL),WHL,335,60,74,134,0,200,0,0,0,0,0,0,13.1
2010,5,134,St. Louis Blues,Cody Beach\beachco01,CA,RW,W,18,2010,0,Calgary (WHL),WHL,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,5,135,Boston Bruins,Justin Florek\floreju01,US,LW,W,20,2014,4,Northern Mich. (CCHA),NCAA,4,1,1,2,1,0,0,0,0,0,0,0,0.3
2010,5,136,San Jose Sharks,Isaac MacLeod\macleis01,CA,D,D,18,2010,0,Penticton (BCHL),BCHL,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,5,137,Colorado Avalanche,Troy Rutkowski\rutkotr01,CA,D,D,18,2010,0,Portland (WHL),WHL,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,5,138,Phoenix Coyotes,Louis Domingue\dominlo01,CA,G,G,18,2020,10,Quebec (QMJHL),QMJHL,139,0,2,2,0,6,139,58,58,10,0.904,3.05,19.5
2010,5,139,Colorado Avalanche,Luke Walker\walkelu01,US,RW,W,20,2010,0,Portland (WHL),WHL,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,5,140,Pittsburgh Penguins,Kenny Agostino\agostke01,US,LW,W,18,2019,9,Delbarton (High-NJ),High,85,8,22,30,-8,40,0,0,0,0,0,0,1.9
2010,5,141,Detroit Red Wings,Petr Mrazek\mrazepe01,CZ,G,G,18,2020,10,Ottawa (OHL),OHL,263,0,3,3,0,14,263,122,94,28,0.91,2.62,39.7
2010,5,142,Washington Capitals,Caleb Herbert\herbeca01,US,C,C,18,2010,0,Bloomington-Jeff. (High-MN),High,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,5,143,Buffalo Sabres,Gregg Sutch\sutchgr01,CA,RW,W,18,2010,0,Mississauga (OHL),OHL,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,5,144,Toronto Maple Leafs,Sam Carrick\carrisa01,CA,C,C,18,2020,10,Brampton (OHL),OHL,34,2,3,5,-5,15,0,0,0,0,0,0,0
2010,5,145,Vancouver Canucks,Adam Polasek\polasad01,CZ,D,D,19,2010,0,P.E.I. (QMJHL),QMJHL,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,5,146,Toronto Maple Leafs,Daniel Brodin\brodida01,SE,LW,W,20,2010,0,Djurgarden (Sweden),Sweden,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,5,147,Montreal Canadiens,Brendan Gallagher\gallabr01,CA,RW,W,18,2020,10,Vancouver (WCHL),WCHL,547,173,161,334,58,312,0,0,0,0,0,0,42.7
2010,5,148,Los Angeles Kings,Kevin Gravel\graveke01,US,D,D,18,2020,10,Sioux City (USHL),USHL,109,1,12,13,-2,12,0,0,0,0,0,0,3.3
2010,5,149,Philadelphia Flyers,Michael Parks\parksmi01,US,RW,W,18,2010,0,Cedar Rapids (USHL),USHL,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,5,150,Atlanta Thrashers,Yasin Cisse\cisseya01,CA,RW,W,18,2010,0,Des Moines (USHL),USHL,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,6,151,Chicago Blackhawks,Mirko Hoefflin\hoeffmi02,DE,C,C,18,2010,0,Heilbronn (German-2),German2,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,6,152,Pittsburgh Penguins,Joe Rogalski\rogaljo01,US,D,D,18,2010,0,Sarnia (OHL),OHL,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,6,153,Florida Panthers,Corey Durocher\durocco01,CA,LW,W,18,2010,0,Kingston (OHL),OHL,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,6,154,Columbus Blue Jackets,Dalton Prout\proutda01,CA,D,D,20,2020,10,Barrie (OHL),OHL,264,7,31,38,-13,321,0,0,0,0,0,0,7.5
2010,6,155,Atlanta Thrashers,Kendall McFaull\mcfauke01,CA,D,D,18,2010,0,Moose Jaw (WHL),WHL,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,6,156,Tampa Bay Lightning,Brendan O'Donnell\odonnbr01,CA,C,C,18,2010,0,Winnipeg South (MJHL),MJHL,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,6,157,New York Rangers,Jesper Fast\fastje01,SE,RW,W,18,2020,10,HV 71 Jr. (Sweden-Jr.),SwedenJr,422,55,92,147,12,116,0,0,0,0,0,0,11.1
2010,6,158,Los Angeles Kings,Maxim Kitsyn\kitsyma01,RU,LW,W,18,2010,0,Novokuznetsk (Russia),Russia,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,6,159,Minnesota Wild,Johan Gustafsson\gustajo02,SE,G,G,18,2010,0,Skare (Sweden-3),Sweden3,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,6,160,Atlanta Thrashers,Tanner Lane\laneta01,US,C,C,18,2010,0,Detroit Lakes (High-MN),High,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,6,161,Anaheim Ducks,Andreas Dahlstrom\dahlsan01,SE,C,C,19,2010,0,AIK (Sweden-2),Sweden2,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,6,162,Edmonton Oilers,Brandon Davidson\davidbr01,CA,D,D,19,2020,10,Regina (WHL),WHL,174,9,14,23,-20,78,0,0,0,0,0,0,4.5
2010,6,163,San Jose Sharks,Konrad Abeltshauser\abeltko01,DE,D,D,18,2010,0,Halifax (QMJHL),QMJHL,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,6,164,St. Louis Blues,Stephen Macaulay\macaust01,CA,LW,W,18,2010,0,Saint John (QMJHL),QMJHL,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,6,165,Boston Bruins,Zane Gothberg\mcintza01,US,G,G,18,2017,7,Thief River Falls (High-MN),High,8,0,0,0,0,0,8,0,4,1,0.858,3.97,-0.1
2010,6,166,Edmonton Oilers,Drew Czerwonka\czerwdr01,CA,LW,W,18,2010,0,Kootenay (WHL),WHL,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,6,167,Carolina Hurricanes,Tyler Stahl\stahlty01,CA,D,D,18,2010,0,Chilliwack (WHL),WHL,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,6,168,Nashville Predators,Anthony Bitetto\bitetan01,US,D,D,20,2020,10,Indiana (USHL),USHL,183,2,25,27,-7,122,0,0,0,0,0,0,4.7
2010,6,169,Atlanta Thrashers,Sebastian Owuya\owuyase01,SE,D,D,18,2010,0,Timra (Sweden),Sweden,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,6,170,Pittsburgh Penguins,Reid McNeill\mcneire01,CA,D,D,18,2010,0,London (OHL),OHL,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,6,171,Detroit Red Wings,Brooks Macek\macekbr01,CA,C,C,18,2010,0,Tri-City (WHL),WHL,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,6,172,Vancouver Canucks,Alex Friesen\friesal01,CA,C,C,19,2016,6,Niagara (OHL),OHL,1,0,0,0,-2,0,0,0,0,0,0,0,-0.1
2010,6,173,Buffalo Sabres,Cedrick Henley\henlece01,CA,LW,W,18,2010,0,Val D'Or (QMJHL),QMJHL,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,6,174,New Jersey Devils,Maxime Clermont\clermma01,CA,G,G,18,2010,0,Gatineau (QMJHL),QMJHL,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,6,175,Vancouver Canucks,Jonathan Iilahti\iilahjo01,FI,G,G,18,2010,0,Blues Jr. (Finland-Jr.),FinlandJr,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,6,176,Washington Capitals,Samuel Carrier\carrisa02,CA,D,D,18,2010,0,Lewiston (QMJHL),QMJHL,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,6,177,Anaheim Ducks,Kevin Lind\lindke01,US,D,D,18,2010,0,Chicago (USHL),USHL,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,6,178,Ottawa Senators,Mark Stone\stonema01,CA,RW,W,18,2020,10,Brandon (WHL),WHL,449,149,236,385,74,147,0,0,0,0,0,0,45.7
2010,6,179,Philadelphia Flyers,Nick Luukko\luukkni01,US,D,D,18,2010,0,The Gunnery (High-CT),High,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,6,180,Chicago Blackhawks,Nick Mattson\mattsni01,US,D,D,18,2010,0,Indiana (USHL),USHL,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,7,181,Edmonton Oilers,Kristians Pelss\pelsskr01,LV,LW,W,18,2010,0,Dyn. Jr. Riga (Belarus-Jr.),Belarus,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,7,182,Toronto Maple Leafs,Josh Nicholls\nichojo01,CA,RW,W,18,2010,0,Saskatoon (WHL),WHL,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,7,183,Florida Panthers,R.J. Boyd\boydr.01,US,D,D,19,2010,0,Cushing Academy (High-MA),High,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,7,184,Columbus Blue Jackets,Martin Ouellette\ouellma02,CA,G,G,18,2010,0,Kimball Union (High-NH),High,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,7,185,New York Islanders,Cody Rosen\rosenco01,CA,G,G,19,2010,0,Clarkson (ECAC),NCAA,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,7,186,Tampa Bay Lightning,Teigan Zahn\zahnte01,CA,D,D,20,2010,0,Saskatoon (WHL),WHL,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,7,187,Carolina Hurricanes,Frederik Andersen\anderfr01,DK,G,G,20,2020,10,Frederikshavn (Denmark),Denmark,369,0,8,8,0,26,369,213,92,45,0.917,2.63,69.2
2010,7,188,San Jose Sharks,Lee Moffie\moffile01,US,D,D,20,2010,0,Michigan (CCHA),NCAA,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,7,189,Minnesota Wild,Dylen McKinlay\mckindy01,CA,RW,W,18,2010,0,Chilliwack (WHL),WHL,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,7,190,New York Rangers,Randy McNaught\mcnaura01,CA,RW,W,20,2010,0,Saskatoon (WHL),WHL,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,7,191,Chicago Blackhawks,Mac Carruth\carruma01,US,G,G,18,2010,0,Portland (WHL),WHL,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,7,192,Anaheim Ducks,Brett Perlini\perlibr02,CA,C,C,20,2010,0,Michigan State (CCHA),NCAA,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,7,193,Calgary Flames,Patrick Holland\hollapa01,CA,RW,W,18,2014,4,Tri-City (WHL),WHL,5,0,0,0,0,0,0,0,0,0,0,0,-0.1
2010,7,194,Nashville Predators,David Elsner\elsneda01,DE,LW,W,18,2010,0,Landshut Cann. (German-2),German2,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,7,195,Boston Bruins,Maxim Chudinov\chudima01,RU,D,D,20,2010,0,Cherepovets (Russia),Russia,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,7,196,Ottawa Senators,Bryce Aneloski\anelobr01,US,D,D,20,2010,0,Cedar Rapids (USHL),USHL,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,7,197,Colorado Avalanche,Luke Moffatt\moffalu01,US,C,C,18,2010,0,USA U-18 (USHL),USHL,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,7,198,Nashville Predators,Joonas Rask\raskjo01,FI,C,C,20,2013,3,Ilves (Finland),Finland,2,0,1,1,-1,0,0,0,0,0,0,0,0
2010,7,199,Atlanta Thrashers,Peter Stoykewych\stoykpe01,CA,D,D,18,2010,0,Winnipeg South (MJHL),MJHL,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,7,200,San Jose Sharks,Chris Crane\cranech01,US,RW,W,18,2010,0,Green Bay (USHL),USHL,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,7,201,Detroit Red Wings,Ben Marshall\marshbe02,US,D,D,18,2010,0,Mahtomedi (High-MN),High,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,7,202,Edmonton Oilers,Kellen Jones\joneske02,CA,C,C,20,2010,0,Vernon (BCHL),BCHL,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,7,203,Buffalo Sabres,Christian Isackson\isackch01,US,RW,W,18,2010,0,St. Thomas (High-MN),High,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,7,204,New Jersey Devils,Mauro Jorg\jorgma01,CH,LW,W,20,2010,0,Lugano (Swiss),Swiss,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,7,205,Vancouver Canucks,Sawyer Hannay\hannasa01,CA,D,D,18,2010,0,Halifax (QMJHL),QMJHL,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,7,206,Philadelphia Flyers,Ricard Blidstrand\blidsri01,SE,D,D,18,2010,0,AIK Jr. (Sweden-Jr.),SwedenJr,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,7,207,Montreal Canadiens,John Westin\westijo01,SE,LW,W,18,2010,0,MODO Jr. (Sweden-Jr.),SwedenJr,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,7,208,Buffalo Sabres,Riley Boychuk\boychri01,CA,LW,W,19,2010,0,Portland (WHL),WHL,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,7,209,Philadelphia Flyers,Brendan Ranford\ranfobr01,CA,LW,W,18,2015,5,Kamloops (WHL),WHL,1,0,0,0,0,0,0,0,0,0,0,0,0
2010,7,210,Boston Bruins,Zach Trotman\trotmza01,US,D,D,20,2020,10,Lake Superior (CCHA),NCAA,91,3,10,13,1,30,0,0,0,0,0,0,2.9
2011,1,1,Edmonton Oilers,Ryan Nugent-Hopkins\nugenry01,CA,C,C,18,2020,9,Red Deer (WHL),WHL,604,169,274,443,-44,201,0,0,0,0,0,0,45.5
2011,1,2,Colorado Avalanche,Gabriel Landeskog\landega01,SE,LW,W,18,2020,9,Kitchener (OHL),OHL,633,198,262,460,36,489,0,0,0,0,0,0,52.1
